date,campaign_id,spend,impressions,bid_requests,win_rate,installs,retained_users,attributed_revenue,cpi,roas,d7_retention,pacing_index,contextual_fit,signal_coverage,creative_fatigue,measurement_reliability,predicted_value_index
2026-02-16,CMP009,7049,2349770,5586346,0.421,3708,2039,17083.47,1.9,2.42,0.55,1.265,0.592,0.968,0.138,0.909,91.8
2026-02-17,CMP009,5924,2419567,6278792,0.385,4110,2057,14570.42,1.44,2.46,0.5,1.063,0.764,0.906,0.297,0.539,88.2
2026-02-18,CMP009,5999,1443210,3467970,0.416,3345,1805,14013.91,1.79,2.34,0.54,1.077,0.662,0.669,0.221,0.737,95.9
2026-02-19,CMP009,4087,2173064,6086590,0.357,3014,1472,10029.64,1.36,2.45,0.488,0.734,0.596,0.99,0.364,0.97,90.8
2026-02-20,CMP009,7131,3512500,9536679,0.368,5098,2803,13325.31,1.4,1.87,0.55,1.28,0.665,0.894,0.335,0.924,96.3
2026-02-21,CMP009,4236,2260344,5190122,0.436,2285,1201,6790.73,1.85,1.6,0.526,0.76,0.665,0.733,0.407,0.857,87.2
2026-02-22,CMP009,5313,2846066,6403010,0.444,2842,1563,11010.55,1.87,2.07,0.55,0.954,0.752,0.858,0.413,0.89,94.4
2026-02-23,CMP009,5569,3081816,8088054,0.381,2912,1595,12661.44,1.91,2.27,0.548,1.0,0.618,0.822,0.205,0.846,86.8
2026-02-24,CMP009,6763,3207901,8585410,0.374,4735,2604,11697.51,1.43,1.73,0.55,1.214,0.666,0.685,0.307,0.867,87.1
2026-02-25,CMP009,6064,2353866,6637749,0.355,3096,1694,13264.53,1.96,2.19,0.547,1.089,0.559,0.632,0.473,0.765,84.2
2026-02-26,CMP009,3947,1586661,4398111,0.361,1850,972,8716.34,2.13,2.21,0.525,0.709,0.523,0.691,0.374,0.924,78.6
2026-02-27,CMP009,5388,3097670,6375525,0.486,3172,1632,8054.16,1.7,1.49,0.515,0.967,0.694,0.631,0.334,0.795,82.8
2026-02-28,CMP009,6711,2349624,6630582,0.354,3396,1858,11550.22,1.98,1.72,0.547,1.205,0.692,0.99,0.38,0.824,86.3
2026-03-01,CMP009,3261,1220565,2682627,0.455,2067,1087,7432.47,1.58,2.28,0.526,0.585,0.619,0.979,0.377,0.847,97.2
2026-03-02,CMP009,6945,2032774,5602366,0.363,4344,2292,14633.62,1.6,2.11,0.528,1.247,0.534,0.738,0.399,0.933,90.0
2026-03-03,CMP009,4874,1752369,4599268,0.381,2156,1084,9239.5,2.26,1.9,0.503,0.875,0.683,0.676,0.498,0.99,78.4
2026-03-04,CMP009,3589,1868241,3972203,0.47,2097,1056,6284.92,1.71,1.75,0.504,0.644,0.561,0.99,0.338,0.815,87.6
2026-03-05,CMP009,4636,2226408,5984849,0.372,3072,1668,9691.37,1.51,2.09,0.543,0.832,0.767,0.857,0.335,0.893,87.8
2026-03-06,CMP009,4322,2508092,6628518,0.378,2470,1282,9011.12,1.75,2.08,0.519,0.776,0.524,0.791,0.545,0.835,86.5
2026-03-07,CMP009,3253,1172459,3226879,0.363,2245,1134,5515.23,1.45,1.7,0.505,0.584,0.694,0.865,0.34,0.931,85.0
2026-03-08,CMP009,5476,1797988,4655801,0.386,3121,1563,10487.54,1.75,1.92,0.501,0.983,0.625,0.99,0.501,0.801,83.6
2026-03-09,CMP009,5561,2443921,6179722,0.395,3332,1623,9454.48,1.67,1.7,0.487,0.998,0.685,0.77,0.597,0.754,79.6
2026-03-10,CMP009,4865,1357703,3155451,0.43,3770,1943,12054.62,1.29,2.48,0.515,0.873,0.743,0.99,0.44,0.738,95.3
2026-03-11,CMP009,4261,1476174,3712951,0.398,2954,1485,8560.51,1.44,2.01,0.503,0.765,0.749,0.861,0.528,0.893,88.1
2026-03-12,CMP009,5377,2950202,7205774,0.409,3607,1980,11794.38,1.49,2.19,0.549,0.965,0.699,0.853,0.499,0.825,85.8
2026-03-13,CMP009,4192,1905467,4511164,0.422,2465,1288,7796.02,1.7,1.86,0.523,0.752,0.603,0.99,0.624,0.67,79.8
2026-03-14,CMP009,4324,2239675,4725345,0.474,2659,1294,10014.7,1.63,2.32,0.487,0.776,0.668,0.798,0.41,0.99,94.1
2026-03-15,CMP009,5345,2517259,5319438,0.473,3003,1639,9325.32,1.78,1.74,0.546,0.959,0.662,0.85,0.573,0.842,89.6
2026-03-16,CMP009,3656,1969222,4261053,0.462,2359,1248,6219.59,1.55,1.7,0.529,0.656,0.547,0.887,0.534,0.865,81.0
2026-03-17,CMP009,5507,1983556,4083278,0.486,3640,1881,12255.77,1.51,2.23,0.517,0.989,0.595,0.965,0.54,0.97,86.8
2026-03-18,CMP009,6564,1582826,3462728,0.457,2814,1360,8608.61,2.33,1.31,0.483,1.178,0.534,0.612,0.682,0.552,71.0
2026-03-19,CMP009,3801,1195521,2967027,0.403,2359,1228,8635.16,1.61,2.27,0.521,0.682,0.606,0.78,0.691,0.747,82.4
2026-03-20,CMP009,3759,1850760,4469142,0.414,1898,1007,6577.65,1.98,1.75,0.531,0.675,0.647,0.758,0.709,0.954,79.2
2026-03-21,CMP009,4268,1760517,3707780,0.475,2597,1334,8070.33,1.64,1.89,0.514,0.766,0.557,0.643,0.627,0.692,76.5
2026-03-22,CMP009,3211,1653812,3383004,0.489,1702,904,5999.57,1.89,1.87,0.531,0.576,0.622,0.814,0.661,0.727,75.9
2026-03-23,CMP009,4226,2342397,6042870,0.388,2107,1158,6921.71,2.01,1.64,0.55,0.759,0.602,0.99,0.706,0.715,87.6
2026-03-24,CMP009,4287,2537066,7029907,0.361,2173,1125,8893.79,1.97,2.07,0.518,0.769,0.749,0.848,0.658,0.661,86.3
2026-03-25,CMP009,4712,2723962,5736580,0.475,2676,1471,12040.84,1.76,2.56,0.55,0.846,0.64,0.99,0.516,0.976,91.8
2026-03-26,CMP009,4377,1093961,2817966,0.388,2364,1215,10389.53,1.85,2.37,0.514,0.786,0.622,0.77,0.593,0.482,86.8
2026-03-27,CMP009,5170,2783449,6801966,0.409,2522,1246,10066.06,2.05,1.95,0.494,0.928,0.547,0.92,0.725,0.869,80.1
2026-03-28,CMP009,5551,1928234,5439903,0.354,3406,1665,8873.89,1.63,1.6,0.489,0.996,0.634,0.867,0.598,0.909,85.5
2026-03-29,CMP009,4889,2640042,6644602,0.397,3118,1651,7959.22,1.57,1.63,0.53,0.878,0.701,0.709,0.799,0.794,84.2
2026-03-30,CMP009,4409,2357309,6326938,0.373,2470,1273,10883.11,1.79,2.47,0.515,0.791,0.699,0.741,0.62,0.59,89.6
2026-03-31,CMP009,3406,2061111,5580971,0.369,2196,1106,7762.26,1.55,2.28,0.504,0.611,0.724,0.938,0.566,0.759,84.1
2026-04-01,CMP009,5339,2715283,5695325,0.477,3485,1828,11886.56,1.53,2.23,0.525,0.958,0.663,0.987,0.78,0.657,79.4
2026-04-02,CMP009,5947,2164218,4489675,0.482,3650,1820,13291.05,1.63,2.23,0.499,1.067,0.645,0.796,0.638,0.799,84.7
2026-04-03,CMP009,6161,2547002,5218903,0.488,4357,2333,9623.9,1.41,1.56,0.535,1.106,0.764,0.962,0.832,0.708,84.9
2026-04-04,CMP009,5445,3232744,7599308,0.425,3222,1673,10721.83,1.69,1.97,0.519,0.977,0.646,0.491,0.651,0.679,78.9
2026-04-05,CMP009,6481,2295143,4909234,0.468,3996,2018,11937.44,1.62,1.84,0.505,1.163,0.646,0.747,0.817,0.677,81.6
2026-04-06,CMP009,6033,2206198,4698970,0.47,3558,1774,9611.78,1.7,1.59,0.499,1.083,0.585,0.952,0.669,0.754,85.8
2026-04-07,CMP009,4882,1284459,3396739,0.378,3086,1505,9605.81,1.58,1.97,0.488,0.876,0.675,0.861,0.705,0.819,84.5
2026-04-08,CMP009,7131,3514658,9424043,0.373,4282,2355,15111.16,1.67,2.12,0.55,1.28,0.677,0.649,0.817,0.845,81.4
2026-04-09,CMP009,5251,2353415,6324003,0.372,3419,1785,11399.56,1.54,2.17,0.522,0.943,0.734,0.894,0.673,0.99,86.8
2026-04-10,CMP009,6088,2653412,5532452,0.48,4073,2150,9571.36,1.49,1.57,0.528,1.093,0.565,0.679,0.734,0.756,80.9
2026-04-11,CMP009,4859,2372378,5758010,0.412,3049,1676,9223.27,1.59,1.9,0.55,0.872,0.76,0.775,0.917,0.667,78.4
2026-04-12,CMP009,6822,3214084,8324390,0.386,4062,2007,12094.77,1.68,1.77,0.494,1.224,0.699,0.913,0.756,0.844,89.8
2026-04-13,CMP009,7016,1735272,3747009,0.463,4709,2546,17163.51,1.49,2.45,0.541,1.259,0.762,0.99,0.733,0.749,95.1
2026-04-14,CMP009,5327,2299488,6513595,0.353,2367,1231,8858.43,2.25,1.66,0.52,0.956,0.583,0.885,0.779,0.78,78.8
2026-04-15,CMP009,5371,1424264,3373560,0.422,2813,1470,10888.65,1.91,2.03,0.523,0.964,0.709,0.592,0.93,0.665,77.9
2026-02-15,CMP010,3344,2085316,10874271,0.192,1083,446,6629.32,3.09,1.98,0.412,0.633,0.712,0.545,0.144,0.946,81.8
2026-02-16,CMP010,5348,2805416,17421163,0.161,1793,765,8734.23,2.98,1.63,0.427,1.012,0.657,0.732,0.271,0.966,81.1
2026-02-17,CMP010,5529,3286496,12550084,0.262,1650,673,13062.18,3.35,2.36,0.408,1.046,0.607,0.756,0.201,0.939,83.2
2026-02-18,CMP010,5143,2295723,8196513,0.28,1902,788,10874.22,2.7,2.11,0.414,0.973,0.699,0.99,0.083,0.99,96.8
2026-02-19,CMP010,6087,2813102,19188893,0.147,2506,1054,15816.89,2.43,2.6,0.421,1.152,0.577,0.549,0.15,0.99,87.0
2026-02-20,CMP010,4627,2458233,9223304,0.267,1327,602,7943.67,3.49,1.72,0.454,0.875,0.531,0.916,0.288,0.831,83.6
2026-02-21,CMP010,4742,1832869,8397206,0.218,1772,756,10452.71,2.68,2.2,0.427,0.897,0.526,0.733,0.195,0.798,81.9
2026-02-22,CMP010,6232,2259896,13152538,0.172,1828,717,11384.61,3.41,1.83,0.392,1.179,0.583,0.943,0.239,0.916,85.9
2026-02-23,CMP010,6765,4505172,21258434,0.212,2185,852,13729.31,3.1,2.03,0.39,1.28,0.592,0.713,0.154,0.801,89.1
2026-02-24,CMP010,5267,2411060,10378821,0.232,1935,775,8834.14,2.72,1.68,0.401,0.997,0.548,0.782,0.161,0.843,86.2
2026-02-25,CMP010,6765,3722499,16709963,0.223,2141,957,16239.4,3.16,2.4,0.447,1.28,0.575,0.659,0.237,0.974,82.6
2026-02-26,CMP010,6604,3885384,20865157,0.186,2317,1041,11951.62,2.85,1.81,0.449,1.249,0.575,0.601,0.261,0.769,89.4
2026-02-27,CMP010,5001,2968438,13869003,0.214,2136,949,12017.94,2.34,2.4,0.444,0.946,0.599,0.712,0.291,0.903,86.3
2026-02-28,CMP010,5793,2595327,15502831,0.167,2100,908,11038.89,2.76,1.91,0.432,1.096,0.706,0.849,0.337,0.906,91.3
2026-03-01,CMP010,6765,3761774,17509653,0.215,2062,833,12435.03,3.28,1.84,0.404,1.28,0.75,0.763,0.251,0.563,85.4
2026-03-02,CMP010,4823,2384303,8785773,0.271,2146,894,11530.21,2.25,2.39,0.417,0.913,0.583,0.793,0.212,0.782,91.1
2026-03-03,CMP010,3463,1812094,8414446,0.215,1408,615,7825.78,2.46,2.26,0.437,0.655,0.673,0.718,0.265,0.936,93.1
2026-03-04,CMP010,6076,3678886,21124789,0.174,2425,1098,13669.26,2.51,2.25,0.453,1.15,0.709,0.659,0.334,0.742,81.4
2026-03-05,CMP010,5855,2641516,12704980,0.208,2341,938,14360.7,2.5,2.45,0.401,1.108,0.665,0.807,0.429,0.821,85.8
2026-03-06,CMP010,5145,3423661,19628678,0.174,2191,892,9122.1,2.35,1.77,0.407,0.973,0.659,0.99,0.445,0.925,86.4
2026-03-07,CMP010,4289,2075926,7497533,0.277,1379,544,11253.78,3.11,2.62,0.394,0.812,0.577,0.794,0.369,0.838,87.5
2026-03-08,CMP010,6765,2347176,9605981,0.244,2803,1333,12408.05,2.41,1.83,0.476,1.28,0.758,0.866,0.463,0.964,82.8
2026-03-09,CMP010,3510,1729807,6940481,0.249,1104,471,6617.48,3.18,1.89,0.427,0.664,0.723,0.621,0.334,0.815,90.1
2026-03-10,CMP010,5488,1866851,10301645,0.181,2124,948,12569.21,2.58,2.29,0.446,1.038,0.535,0.773,0.495,0.882,78.4
2026-03-11,CMP010,6743,3550573,13848251,0.256,2576,1079,12904.27,2.62,1.91,0.419,1.276,0.739,0.853,0.31,0.858,91.9
2026-03-12,CMP010,3744,1790086,9171011,0.195,1615,648,8710.79,2.32,2.33,0.401,0.708,0.6,0.747,0.4,0.911,86.2
2026-03-13,CMP010,4007,2005449,14894398,0.135,1366,587,10692.91,2.93,2.67,0.43,0.758,0.674,0.877,0.364,0.804,92.4
2026-03-14,CMP010,4863,2323689,12557226,0.185,1684,677,10974.77,2.89,2.26,0.402,0.92,0.653,0.791,0.419,0.99,88.7
2026-03-15,CMP010,3273,1532889,11549946,0.133,1203,482,8474.4,2.72,2.59,0.401,0.619,0.525,0.668,0.388,0.834,87.8
2026-03-16,CMP010,4473,1303134,6044293,0.216,1981,811,9819.65,2.26,2.2,0.409,0.846,0.708,0.759,0.316,0.934,94.2
2026-03-17,CMP010,4373,2162536,11358043,0.19,1643,737,8395.86,2.66,1.92,0.449,0.827,0.522,0.693,0.503,0.606,75.9
2026-03-18,CMP010,3681,1754170,11776872,0.149,1374,587,7560.64,2.68,2.05,0.427,0.696,0.6,0.759,0.504,0.737,87.1
2026-03-19,CMP010,4974,2590127,19446110,0.133,1345,552,10300.55,3.7,2.07,0.41,0.941,0.533,0.837,0.482,0.622,79.0
2026-03-20,CMP010,4930,1608663,10025991,0.16,1502,625,12962.59,3.28,2.63,0.416,0.933,0.656,0.826,0.418,0.744,88.7
2026-03-21,CMP010,4727,2081648,8310675,0.25,1570,689,9125.79,3.01,1.93,0.439,0.894,0.557,0.589,0.603,0.715,72.8
2026-03-22,CMP010,3677,2327404,15897421,0.146,1270,540,8048.21,2.9,2.19,0.425,0.696,0.675,0.683,0.621,0.972,87.9
2026-03-23,CMP010,4684,2437823,11023507,0.221,1616,656,11275.47,2.9,2.41,0.406,0.886,0.602,0.786,0.527,0.791,87.5
2026-03-24,CMP010,4122,2187471,9501377,0.23,1516,710,6755.54,2.72,1.64,0.468,0.78,0.684,0.965,0.463,0.764,83.6
2026-03-25,CMP010,5042,2327260,10391556,0.224,2083,828,9422.88,2.42,1.87,0.398,0.954,0.597,0.99,0.591,0.99,86.5
2026-03-26,CMP010,3095,1048021,7548197,0.139,1057,446,6593.1,2.93,2.13,0.422,0.586,0.676,0.764,0.534,0.882,80.5
2026-03-27,CMP010,4822,1808723,9890453,0.183,1821,713,8735.06,2.65,1.81,0.392,0.912,0.598,0.755,0.665,0.756,78.6
2026-03-28,CMP010,2959,1168109,4254376,0.275,1082,454,6596.36,2.73,2.23,0.42,0.56,0.588,0.778,0.66,0.739,80.6
2026-03-29,CMP010,4296,2610985,18775248,0.139,1798,727,7424.23,2.39,1.73,0.404,0.813,0.753,0.704,0.67,0.783,86.5
2026-03-30,CMP010,4810,1390137,7120868,0.195,1394,652,8831.04,3.45,1.84,0.468,0.91,0.623,0.65,0.524,0.819,85.7
2026-03-31,CMP010,5511,2986958,15364297,0.194,2225,1033,13810.3,2.48,2.51,0.464,1.043,0.767,0.807,0.516,0.573,89.8
2026-04-01,CMP010,2378,1449067,9586851,0.151,943,402,4509.31,2.52,1.9,0.426,0.45,0.632,0.99,0.516,0.869,82.5
2026-04-02,CMP010,4228,1582907,7160438,0.221,1491,602,8464.81,2.84,2.0,0.404,0.8,0.659,0.816,0.732,0.795,75.2
2026-04-03,CMP010,4514,1447869,7200190,0.201,1706,694,7855.15,2.65,1.74,0.407,0.854,0.743,0.691,0.571,0.77,77.3
2026-04-04,CMP010,5425,1553087,5866284,0.265,1696,734,12375.52,3.2,2.28,0.433,1.026,0.593,0.87,0.708,0.624,83.1
2026-04-05,CMP010,5440,2825709,11109709,0.254,2009,955,8708.77,2.71,1.6,0.475,1.029,0.708,0.951,0.674,0.93,78.4
2026-04-06,CMP010,5742,3087904,22148913,0.139,2071,848,9669.37,2.77,1.68,0.409,1.086,0.657,0.886,0.759,0.601,76.6
2026-04-07,CMP010,4480,2699105,20138424,0.134,1902,805,11636.74,2.36,2.6,0.423,0.848,0.753,0.88,0.538,0.837,90.4
2026-04-08,CMP010,5219,3024438,12314323,0.246,1350,575,10031.48,3.87,1.92,0.426,0.987,0.614,0.636,0.543,0.735,75.1
2026-04-09,CMP010,4161,2458112,9740316,0.252,1712,733,7364.92,2.43,1.77,0.428,0.787,0.718,0.823,0.801,0.576,85.3
2026-04-10,CMP010,6237,3625881,25126178,0.144,1918,794,9201.83,3.25,1.48,0.414,1.18,0.655,0.659,0.799,0.605,72.7
2026-04-11,CMP010,4927,1561108,9411582,0.166,1342,531,7481.39,3.67,1.52,0.396,0.932,0.604,0.739,0.793,0.764,72.5
2026-04-12,CMP010,5072,2181470,8560073,0.255,1722,711,8842.59,2.95,1.74,0.413,0.96,0.672,0.827,0.703,0.615,75.8
2026-04-13,CMP010,6516,2623083,19835952,0.132,2239,986,14312.46,2.91,2.2,0.44,1.233,0.617,0.56,0.73,0.636,80.0
2026-04-14,CMP010,4195,2971206,11691822,0.254,1219,504,7693.24,3.44,1.83,0.413,0.794,0.618,0.626,0.7,0.811,81.2
2026-04-15,CMP010,4005,2433329,14078676,0.173,1382,637,9872.48,2.9,2.47,0.461,0.758,0.576,0.877,0.854,0.709,82.5
2026-04-16,CMP010,6173,3892509,17030364,0.229,1916,841,12758.27,3.22,2.07,0.439,1.168,0.618,0.965,0.715,0.823,78.7
2026-04-17,CMP010,4817,1890432,9393832,0.201,1481,682,8525.04,3.25,1.77,0.46,0.911,0.633,0.705,0.814,0.757,81.0
2026-04-18,CMP010,6765,2251322,14322855,0.157,2326,920,9457.52,2.91,1.4,0.396,1.28,0.522,0.613,0.864,0.548,70.6
2026-04-19,CMP010,5152,1952066,8014949,0.244,1915,828,10741.02,2.69,2.08,0.432,0.975,0.654,0.827,0.779,0.779,82.3
2026-04-20,CMP010,6660,3464586,17639890,0.196,2109,987,11393.01,3.16,1.71,0.468,1.26,0.736,0.792,0.764,0.848,79.2
2026-04-21,CMP010,5575,3901429,17987190,0.217,2107,836,11855.14,2.65,2.13,0.397,1.055,0.63,0.99,0.709,0.77,89.5
2026-04-22,CMP010,5352,3134452,18219877,0.172,1674,668,8933.74,3.2,1.67,0.399,1.013,0.597,0.775,0.726,0.889,81.5
2026-04-23,CMP010,5652,2923098,10821921,0.27,1853,784,8533.33,3.05,1.51,0.423,1.069,0.738,0.644,0.899,0.761,73.1
2026-04-24,CMP010,6297,3785106,17367069,0.218,2111,949,10855.38,2.98,1.72,0.45,1.191,0.71,0.877,0.913,0.83,83.2
2026-04-25,CMP010,6006,4092142,28551868,0.143,1632,731,14394.79,3.68,2.4,0.448,1.136,0.733,0.943,0.84,0.799,80.3
2026-02-15,CMP011,2630,1727180,8859402,0.195,342,85,5035.72,7.69,1.91,0.249,0.737,0.521,0.74,0.17,0.99,88.5
2026-02-16,CMP011,3397,1644914,7282892,0.226,571,131,7915.09,5.95,2.33,0.229,0.951,0.568,0.941,0.263,0.954,90.2
2026-02-17,CMP011,4414,2937425,14454625,0.203,606,129,10208.6,7.28,2.31,0.213,1.236,0.586,0.86,0.053,0.94,91.6
2026-02-18,CMP011,4042,2510832,11350743,0.221,540,112,8134.86,7.49,2.01,0.207,1.132,0.427,0.92,0.094,0.834,89.0
2026-02-19,CMP011,3475,2403306,9364081,0.257,464,109,5622.88,7.49,1.62,0.235,0.973,0.489,0.958,0.189,0.772,80.7
2026-02-20,CMP011,3210,1060493,4564457,0.232,373,104,8117.23,8.61,2.53,0.279,0.899,0.54,0.99,0.159,0.99,86.4
2026-02-21,CMP011,3639,2525608,16969861,0.149,490,113,6185.72,7.43,1.7,0.231,1.019,0.644,0.969,0.241,0.855,86.5
2026-02-22,CMP011,3146,1154198,7114349,0.162,373,93,5008.89,8.43,1.59,0.249,0.881,0.56,0.782,0.283,0.875,76.5
2026-02-23,CMP011,2929,1928110,7632555,0.253,464,125,6247.12,6.31,2.13,0.269,0.82,0.559,0.806,0.167,0.764,88.4
2026-02-24,CMP011,3338,1446850,8652517,0.167,402,78,5834.8,8.3,1.75,0.194,0.935,0.414,0.803,0.299,0.605,71.1
2026-02-25,CMP011,3715,1123425,5116642,0.22,584,139,6691.99,6.36,1.8,0.238,1.04,0.627,0.63,0.17,0.9,85.0
2026-02-26,CMP011,4558,3162866,14221719,0.222,564,116,11458.55,8.08,2.51,0.206,1.276,0.542,0.961,0.256,0.869,91.3
2026-02-27,CMP011,4310,1886351,11046590,0.171,521,110,9248.17,8.27,2.15,0.211,1.207,0.448,0.953,0.393,0.925,73.2
2026-02-28,CMP011,3304,1458032,9062070,0.161,379,73,6169.72,8.72,1.87,0.193,0.925,0.426,0.893,0.382,0.948,77.4
2026-03-01,CMP011,4571,2820388,14981274,0.188,686,148,8607.75,6.66,1.88,0.216,1.28,0.632,0.971,0.384,0.872,87.7
2026-03-02,CMP011,2014,1307216,6139816,0.213,287,63,4262.35,7.02,2.12,0.22,0.564,0.495,0.876,0.402,0.781,75.7
2026-03-03,CMP011,4320,2952961,10792003,0.274,573,129,8902.29,7.54,2.06,0.225,1.21,0.515,0.653,0.264,0.75,73.7
2026-03-04,CMP011,3390,1360850,5985673,0.227,354,86,5832.99,9.58,1.72,0.243,0.949,0.438,0.757,0.36,0.877,74.0
2026-03-05,CMP011,3937,1146461,5127777,0.224,550,131,8806.27,7.16,2.24,0.238,1.102,0.422,0.669,0.299,0.646,77.6
2026-03-06,CMP011,2981,1980716,7220607,0.274,350,75,5730.14,8.52,1.92,0.214,0.835,0.618,0.797,0.24,0.574,78.7
2026-03-07,CMP011,3518,1536766,9799213,0.157,500,127,7907.33,7.04,2.25,0.254,0.985,0.559,0.826,0.384,0.853,77.2
2026-03-08,CMP011,3770,1395888,7461440,0.187,503,111,6669.14,7.5,1.77,0.221,1.056,0.458,0.821,0.456,0.618,74.4
2026-03-09,CMP011,3016,2131970,10648154,0.2,351,90,6563.32,8.59,2.18,0.256,0.845,0.552,0.862,0.406,0.852,77.5
2026-03-10,CMP011,3103,1388680,9661569,0.144,348,83,6849.72,8.92,2.21,0.239,0.869,0.585,0.747,0.334,0.655,78.9
2026-03-11,CMP011,4005,1931652,7725114,0.25,566,149,8316.7,7.08,2.08,0.263,1.122,0.628,0.896,0.487,0.834,78.1
2026-03-12,CMP011,3171,2052291,13111200,0.157,359,74,6475.61,8.83,2.04,0.206,0.888,0.54,0.652,0.341,0.855,82.1
2026-03-13,CMP011,2935,1339363,8832288,0.152,306,64,5526.91,9.59,1.88,0.209,0.822,0.547,0.938,0.517,0.828,72.5
2026-03-14,CMP011,3844,1860177,10071408,0.185,419,83,7463.95,9.17,1.94,0.198,1.076,0.489,0.864,0.546,0.587,77.4
2026-03-15,CMP011,2494,1612071,8552085,0.189,320,76,4699.76,7.79,1.88,0.237,0.698,0.523,0.883,0.313,0.932,85.6
2026-03-16,CMP011,2704,781784,3122984,0.25,324,72,5133.79,8.35,1.9,0.222,0.757,0.504,0.753,0.332,0.902,84.6
2026-03-17,CMP011,2875,2031321,8393155,0.242,434,95,6078.19,6.62,2.11,0.219,0.805,0.538,0.949,0.496,0.819,82.7
2026-03-18,CMP011,2832,1886731,8826458,0.214,352,79,5235.3,8.05,1.85,0.224,0.793,0.547,0.773,0.394,0.682,76.2
2026-03-19,CMP011,3374,1558322,10387274,0.15,462,97,6796.75,7.3,2.01,0.21,0.945,0.577,0.621,0.482,0.898,75.8
2026-03-20,CMP011,3439,1894615,12257195,0.155,327,66,5570.06,10.52,1.62,0.202,0.963,0.546,0.854,0.534,0.84,71.7
2026-03-21,CMP011,3613,2436195,18513133,0.132,409,112,5607.79,8.83,1.55,0.274,1.012,0.568,0.894,0.611,0.612,79.4
2026-03-22,CMP011,2847,1107471,4500021,0.246,322,87,5013.32,8.84,1.76,0.27,0.797,0.473,0.811,0.601,0.788,78.2
2026-03-23,CMP011,2484,1437423,7472882,0.192,298,73,5327.1,8.34,2.14,0.245,0.696,0.545,0.76,0.63,0.957,75.3
2026-03-24,CMP011,3060,1855588,8283591,0.224,455,104,7074.95,6.73,2.31,0.229,0.857,0.656,0.93,0.454,0.82,86.2
2026-03-25,CMP011,3265,1165456,6019557,0.194,446,117,5705.58,7.32,1.75,0.262,0.914,0.523,0.962,0.575,0.859,72.4
2026-03-26,CMP011,2011,743432,4693695,0.158,279,75,3799.07,7.21,1.89,0.269,0.563,0.655,0.841,0.471,0.677,83.9
2026-03-27,CMP011,2138,732658,3314910,0.221,241,61,3908.23,8.87,1.83,0.253,0.599,0.516,0.896,0.481,0.833,75.7
2026-03-28,CMP011,2594,1623745,10830942,0.15,283,75,4566.74,9.17,1.76,0.265,0.726,0.433,0.734,0.483,0.808,80.5
2026-03-29,CMP011,3859,2189950,10568104,0.207,443,115,7365.25,8.71,1.91,0.26,1.081,0.429,0.805,0.623,0.674,73.7
2026-03-30,CMP011,3319,2161760,12117232,0.178,336,83,5315.24,9.88,1.6,0.247,0.929,0.549,0.99,0.461,0.913,78.4
2026-03-31,CMP011,2786,1588356,5896842,0.269,316,73,4864.32,8.82,1.75,0.231,0.78,0.494,0.525,0.546,0.788,68.1
2026-04-01,CMP011,3263,1599915,12552808,0.127,395,89,5066.53,8.26,1.55,0.225,0.914,0.525,0.746,0.497,0.868,70.2
2026-04-02,CMP011,3285,943344,4190945,0.225,369,91,6648.33,8.9,2.02,0.247,0.92,0.605,0.697,0.699,0.855,70.6
2026-04-03,CMP011,2003,604650,3211051,0.188,263,55,3698.56,7.62,1.85,0.209,0.561,0.471,0.832,0.66,0.716,76.6
2026-04-04,CMP011,3360,1139806,5178370,0.22,434,111,6644.0,7.74,1.98,0.256,0.941,0.552,0.848,0.654,0.705,76.0
2026-04-05,CMP011,3521,2514373,10371963,0.242,456,115,7789.4,7.72,2.21,0.252,0.986,0.65,0.917,0.518,0.945,81.8
2026-04-06,CMP011,2601,1713429,6318653,0.271,254,54,4194.82,10.24,1.61,0.213,0.728,0.482,0.789,0.728,0.933,68.4
2026-04-07,CMP011,3817,2386838,12678967,0.188,362,96,7666.04,10.54,2.01,0.265,1.069,0.56,0.75,0.639,0.897,73.7
2026-04-08,CMP011,2972,2089584,10090433,0.207,348,88,5930.67,8.54,2.0,0.253,0.832,0.543,0.532,0.579,0.745,69.0
2026-04-09,CMP011,2739,1394533,8093969,0.172,292,60,3738.97,9.38,1.37,0.205,0.767,0.512,0.738,0.733,0.657,72.1
2026-04-10,CMP011,4513,2714669,19663024,0.138,502,130,6949.62,8.99,1.54,0.259,1.264,0.45,0.644,0.563,0.834,71.8
2026-04-11,CMP011,3261,1041992,7888447,0.132,417,90,5484.66,7.82,1.68,0.216,0.913,0.595,0.855,0.715,0.727,74.2
2026-04-12,CMP011,3407,2059042,8931287,0.231,434,96,5783.14,7.85,1.7,0.221,0.954,0.603,0.714,0.805,0.903,77.9
2026-04-13,CMP011,2453,1780160,8128772,0.219,306,64,4152.71,8.02,1.69,0.209,0.687,0.583,0.641,0.737,0.753,74.5
2026-04-14,CMP011,3318,1453751,9135725,0.159,306,73,5318.57,10.84,1.6,0.239,0.929,0.476,0.841,0.841,0.933,66.3
2026-04-15,CMP011,4458,1562962,7456377,0.21,618,160,9856.85,7.21,2.21,0.259,1.248,0.461,0.82,0.623,0.705,79.4
2026-04-16,CMP011,2819,1325139,7301065,0.181,291,80,5356.1,9.69,1.9,0.275,0.789,0.542,0.884,0.825,0.641,72.8
